target	date	time	rank	keyword	urls
02	2020-01-30	00:00:01	01	태사자	https://search.daum.net/search?w=tot&q=태사자
02	2020-01-30	00:00:01	02	손승연	https://search.daum.net/search?w=tot&q=손승연
02	2020-01-30	00:00:01	03	장정윤 작가	https://search.daum.net/search?w=tot&q=장정윤 작가
02	2020-01-30	00:00:01	04	설문동	https://search.daum.net/search?w=tot&q=설문동
02	2020-01-30	00:00:01	05	서우림	https://search.daum.net/search?w=tot&q=서우림
02	2020-01-30	00:00:01	06	장신영	https://search.daum.net/search?w=tot&q=장신영
02	2020-01-30	00:00:01	07	이동건	https://search.daum.net/search?w=tot&q=이동건
02	2020-01-30	00:00:01	08	노정진	https://search.daum.net/search?w=tot&q=노정진
02	2020-01-30	00:00:01	09	연상호	https://search.daum.net/search?w=tot&q=연상호
02	2020-01-30	00:00:01	10	강경준	https://search.daum.net/search?w=tot&q=강경준
01	2020-01-30	00:00:01	01	포레스트 뜻	https://search.naver.com/search.naver?where=nexearch&query=포레스트 뜻
01	2020-01-30	00:00:01	02	연상호	https://search.naver.com/search.naver?where=nexearch&query=연상호
01	2020-01-30	00:00:01	03	포레스트	https://search.naver.com/search.naver?where=nexearch&query=포레스트
01	2020-01-30	00:00:01	04	동네사람들	https://search.naver.com/search.naver?where=nexearch&query=동네사람들
01	2020-01-30	00:00:01	05	손승연	https://search.naver.com/search.naver?where=nexearch&query=손승연
01	2020-01-30	00:00:01	06	서우림	https://search.naver.com/search.naver?where=nexearch&query=서우림
01	2020-01-30	00:00:01	07	이동건	https://search.naver.com/search.naver?where=nexearch&query=이동건
01	2020-01-30	00:00:01	08	forest	https://search.naver.com/search.naver?where=nexearch&query=forest
01	2020-01-30	00:00:01	09	조보아	https://search.naver.com/search.naver?where=nexearch&query=조보아
01	2020-01-30	00:00:01	10	설문동	https://search.naver.com/search.naver?where=nexearch&query=설문동
01	2020-01-30	00:00:01	11	방법	https://search.naver.com/search.naver?where=nexearch&query=방법
01	2020-01-30	00:00:01	12	김선영	https://search.naver.com/search.naver?where=nexearch&query=김선영
01	2020-01-30	00:00:01	13	태사자	https://search.naver.com/search.naver?where=nexearch&query=태사자
01	2020-01-30	00:00:01	14	강경준	https://search.naver.com/search.naver?where=nexearch&query=강경준
01	2020-01-30	00:00:01	15	장정윤 작가	https://search.naver.com/search.naver?where=nexearch&query=장정윤 작가
01	2020-01-30	00:00:01	16	김경란	https://search.naver.com/search.naver?where=nexearch&query=김경란
01	2020-01-30	00:00:01	17	영화 컨테이젼	https://search.naver.com/search.naver?where=nexearch&query=영화 컨테이젼
01	2020-01-30	00:00:01	18	라디오스타	https://search.naver.com/search.naver?where=nexearch&query=라디오스타
01	2020-01-30	00:00:01	19	정인선	https://search.naver.com/search.naver?where=nexearch&query=정인선
01	2020-01-30	00:00:01	20	율희	https://search.naver.com/search.naver?where=nexearch&query=율희
03	2020-01-30	00:00:01	01	BTS: Black Swan	https://www.youtube.com/watch?v=wSNd02kVv8o
03	2020-01-30	00:00:01	02	후베이 우한은 왜 10만개의 병상을 만들려는걸까..? 우한시장의 발표..	https://www.youtube.com/watch?v=FZroML5E6P4
03	2020-01-30	00:00:01	03	뽑기로 결정하는 여행!! 대통령 상 받은 음식인데 뽑아야 먹는다고?!?!	https://www.youtube.com/watch?v=UwEixA6BE8k
03	2020-01-30	00:00:01	04	스키장 엘리베이터 & 차 안의 응애소리 [총몇명의 사연낭독]	https://www.youtube.com/watch?v=eYzmtNBX5KE
