target	date	time	rank	keyword	urls
02	2020-01-31	18:42:22	01	신안 고이도	https://search.daum.net/search?w=tot&q=신안 고이도
02	2020-01-31	18:42:22	02	박연차	https://search.daum.net/search?w=tot&q=박연차
02	2020-01-31	18:42:22	03	미국 독감	https://search.daum.net/search?w=tot&q=미국 독감
02	2020-01-31	18:42:22	04	태광실업	https://search.daum.net/search?w=tot&q=태광실업
02	2020-01-31	18:42:22	05	배재준	https://search.daum.net/search?w=tot&q=배재준
02	2020-01-31	18:42:22	06	서장훈	https://search.daum.net/search?w=tot&q=서장훈
02	2020-01-31	18:42:22	07	군산 코로나 바이러스	https://search.daum.net/search?w=tot&q=군산 코로나 바이러스
02	2020-01-31	18:42:22	08	장미인애	https://search.daum.net/search?w=tot&q=장미인애
02	2020-01-31	18:42:22	09	김용호	https://search.daum.net/search?w=tot&q=김용호
02	2020-01-31	18:42:22	10	슈퍼주니어	https://search.daum.net/search?w=tot&q=슈퍼주니어
01	2020-01-31	18:42:22	01	미국 독감	https://search.naver.com/search.naver?where=nexearch&query=미국 독감
01	2020-01-31	18:42:22	02	박연차	https://search.naver.com/search.naver?where=nexearch&query=박연차
01	2020-01-31	18:42:22	03	장미인애	https://search.naver.com/search.naver?where=nexearch&query=장미인애
01	2020-01-31	18:42:22	04	내안의 그놈	https://search.naver.com/search.naver?where=nexearch&query=내안의 그놈
01	2020-01-31	18:42:22	05	태광실업	https://search.naver.com/search.naver?where=nexearch&query=태광실업
01	2020-01-31	18:42:22	06	뮤직뱅크	https://search.naver.com/search.naver?where=nexearch&query=뮤직뱅크
01	2020-01-31	18:42:22	07	8번째 확진자	https://search.naver.com/search.naver?where=nexearch&query=8번째 확진자
01	2020-01-31	18:42:22	08	태안 어린이집	https://search.naver.com/search.naver?where=nexearch&query=태안 어린이집
01	2020-01-31	18:42:22	09	군산 코로나	https://search.naver.com/search.naver?where=nexearch&query=군산 코로나
01	2020-01-31	18:42:22	10	배재준	https://search.naver.com/search.naver?where=nexearch&query=배재준
01	2020-01-31	18:42:22	11	군산	https://search.naver.com/search.naver?where=nexearch&query=군산
01	2020-01-31	18:42:22	12	확진자 11명	https://search.naver.com/search.naver?where=nexearch&query=확진자 11명
01	2020-01-31	18:42:22	13	한진칼	https://search.naver.com/search.naver?where=nexearch&query=한진칼
01	2020-01-31	18:42:22	14	11번째 확진자	https://search.naver.com/search.naver?where=nexearch&query=11번째 확진자
01	2020-01-31	18:42:22	15	7번째 확진자	https://search.naver.com/search.naver?where=nexearch&query=7번째 확진자
01	2020-01-31	18:42:22	16	3차감염	https://search.naver.com/search.naver?where=nexearch&query=3차감염
01	2020-01-31	18:42:22	17	성신여대 cgv	https://search.naver.com/search.naver?where=nexearch&query=성신여대 cgv
01	2020-01-31	18:42:22	18	박항서	https://search.naver.com/search.naver?where=nexearch&query=박항서
01	2020-01-31	18:42:22	19	설현 박쥐	https://search.naver.com/search.naver?where=nexearch&query=설현 박쥐
01	2020-01-31	18:42:22	20	원광대병원	https://search.naver.com/search.naver?where=nexearch&query=원광대병원
03	2020-01-31	18:42:22	01	BTS: Black Swan	https://www.youtube.com/watch?v=wSNd02kVv8o
03	2020-01-31	18:42:22	02	미스터트롯 1:1데스매치 임영웅 일편단심 민들레야	https://www.youtube.com/watch?v=TGBRni83rwQ
03	2020-01-31	18:42:22	03	중국 최고 바이러스 전문가가 예측한 10일뒤의 상황...사실이길 바랍니다.	https://www.youtube.com/watch?v=yQid3GNdsiw
03	2020-01-31	18:42:22	04	"내가 여기 그냥 샀어, 얼마 안 하던데?" [엑스엑스(XX)] - EP.02	https://www.youtube.com/watch?v=G2Cc0Ggf8hQ
03	2020-01-31	18:42:22	05	[장삐쭈 단편선] 너와 결혼까지 생각했어	https://www.youtube.com/watch?v=mFFWoz2NnAY
03	2020-01-31	18:42:22	06	[#호텔델루나] "넌 정말 끝이야" 장만월의 원념이 담긴 비녀를 받고 더 강해진 설지원의 최후 (ft. 델루나 세 직원들과 사신) | #다시보는호텔델루나 | #Diggle	https://www.youtube.com/watch?v=H4badRqDnLA
03	2020-01-31	18:42:22	07	여러모로 사태가 심각해졌습니다	https://www.youtube.com/watch?v=CJLbW8qNlP4
03	2020-01-31	18:42:22	08	비슷해보이즈 우한폐렴 몰카 논란영상 원본.mp4	https://www.youtube.com/watch?v=DbF2r-Djz-M
03	2020-01-31	18:42:22	09	충격적 결과 1:1 데스매치의 진은?_미스터트롯 6회 예고	https://www.youtube.com/watch?v=hhp8H8_IvSI
03	2020-01-31	18:42:22	10	임종석, 피의자 신분으로 훈계…“제발 그러지 마라” | 정치데스크	https://www.youtube.com/watch?v=ADw6Dy--P8w
03	2020-01-31	18:42:22	11	마트에 왔는데...갇혀버렸습니다!	https://www.youtube.com/watch?v=zQObX3lB3cc
03	2020-01-31	18:42:22	12	한 그릇에 30만원짜리 끝판왕 짜장면 만들어 먹기 ㅋㅋㅋㅋㅋ [ 짜장면 끝판왕 ]	https://www.youtube.com/watch?v=6hPsk1TAcxw
03	2020-01-31	18:42:22	13	아들에게 계속 용돈을 주는 게 도움이 될까요?	https://www.youtube.com/watch?v=WIdJWOvJ-PA
03	2020-01-31	18:42:22	14	[이슈인사이드] 우한 교민 귀국 지연...전 세계는 2차 감염 비상 / YTN	https://www.youtube.com/watch?v=HEl5UfF6_b0
03	2020-01-31	18:42:22	15	선생님 앞에서 우는 척 하는 친구! 사건파일109. 거짓연기 | 되감기 공소시효 [밍꼬발랄]	https://www.youtube.com/watch?v=vqxy-s7nYKA
