target	date	time	rank	keyword	urls
02-1	2020-02-08	18:28:26	01	유영	https://search.daum.net/search?w=tot&q=%EC%9C%A0%EC%98%81
02-1	2020-02-08	18:28:26	02	임수향	https://search.daum.net/search?w=tot&q=%EC%9E%84%EC%88%98%ED%96%A5
02-1	2020-02-08	18:28:26	03	이규형	https://search.daum.net/search?w=tot&q=%EC%9D%B4%EA%B7%9C%ED%98%95
02-1	2020-02-08	18:28:26	04	천산갑	https://search.daum.net/search?w=tot&q=%EC%B2%9C%EC%82%B0%EA%B0%91
02-1	2020-02-08	18:28:26	05	김연아	https://search.daum.net/search?w=tot&q=%EA%B9%80%EC%97%B0%EC%95%84
02-1	2020-02-08	18:28:26	06	가거도	https://search.daum.net/search?w=tot&q=%EA%B0%80%EA%B1%B0%EB%8F%84
02-1	2020-02-08	18:28:26	07	놀면 뭐하니	https://search.daum.net/search?w=tot&q=%EB%86%80%EB%A9%B4%20%EB%AD%90%ED%95%98%EB%8B%88
02-1	2020-02-08	18:28:26	08	하춘화	https://search.daum.net/search?w=tot&q=%ED%95%98%EC%B6%98%ED%99%94
02-1	2020-02-08	18:28:26	09	보름달	https://search.daum.net/search?w=tot&q=%EB%B3%B4%EB%A6%84%EB%8B%AC
02-1	2020-02-08	18:28:26	10	매봉산	https://search.daum.net/search?w=tot&q=%EB%A7%A4%EB%B4%89%EC%82%B0
02-2	2020-02-08	18:28:26	01	전국 노동자대회	https://search.daum.net/search?w=tot&q=%EC%A0%84%EA%B5%AD%20%EB%85%B8%EB%8F%99%EC%9E%90%EB%8C%80%ED%9A%8C
02-2	2020-02-08	18:28:26	02	충무로역 화재	https://search.daum.net/search?w=tot&q=%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD%20%ED%99%94%EC%9E%AC
02-2	2020-02-08	18:28:26	03	광화문 집회	https://search.daum.net/search?w=tot&q=%EA%B4%91%ED%99%94%EB%AC%B8%20%EC%A7%91%ED%9A%8C
02-2	2020-02-08	18:28:26	04	영주	https://search.daum.net/search?w=tot&q=%EC%98%81%EC%A3%BC
