target	date	time	rank	keyword	urls
02-1	2020-02-08	01:06:24	01	괴물	https://search.daum.net/search?w=tot&q=괴물
02-1	2020-02-08	01:06:24	02	진주	https://search.daum.net/search?w=tot&q=진주
02-1	2020-02-08	01:06:24	03	임수향	https://search.daum.net/search?w=tot&q=임수향
02-1	2020-02-08	01:06:24	04	천산갑	https://search.daum.net/search?w=tot&q=천산갑
02-1	2020-02-08	01:06:24	05	조이디	https://search.daum.net/search?w=tot&q=조이디
02-1	2020-02-08	01:06:24	06	장진영	https://search.daum.net/search?w=tot&q=장진영
02-1	2020-02-08	01:06:24	07	김창숙	https://search.daum.net/search?w=tot&q=김창숙
02-1	2020-02-08	01:06:24	08	임형주	https://search.daum.net/search?w=tot&q=임형주
02-1	2020-02-08	01:06:24	09	이원일	https://search.daum.net/search?w=tot&q=이원일
02-1	2020-02-08	01:06:24	10	차준환	https://search.daum.net/search?w=tot&q=차준환
02-2	2020-02-08	01:06:24	01	코로나 천산갑	https://search.daum.net/search?w=tot&q=코로나 천산갑
02-2	2020-02-08	01:06:24	02	시진핑	https://search.daum.net/search?w=tot&q=시진핑
02-2	2020-02-08	01:06:24	03	리원량	https://search.daum.net/search?w=tot&q=리원량
02-2	2020-02-08	01:06:24	04	통합신당준비위원회	https://search.daum.net/search?w=tot&q=통합신당준비위원회
02-2	2020-02-08	01:06:24	05	공소장	https://search.daum.net/search?w=tot&q=공소장
02-2	2020-02-08	01:06:24	06	윤주경	https://search.daum.net/search?w=tot&q=윤주경
02-2	2020-02-08	01:06:24	07	중국 봉쇄도시	https://search.daum.net/search?w=tot&q=중국 봉쇄도시
02-2	2020-02-08	01:06:24	08	롯데백화점 본점	https://search.daum.net/search?w=tot&q=롯데백화점 본점
02-2	2020-02-08	01:06:24	09	싱가포르	https://search.daum.net/search?w=tot&q=싱가포르
02-2	2020-02-08	01:06:24	10	중국산 마스크	https://search.daum.net/search?w=tot&q=중국산 마스크
02-3	2020-02-08	01:06:24	01	빅뱅 탑	https://search.daum.net/search?w=tot&q=빅뱅 탑
02-3	2020-02-08	01:06:24	02	이원일 셰프	https://search.daum.net/search?w=tot&q=이원일 셰프
02-3	2020-02-08	01:06:24	03	방탄소년단	https://search.daum.net/search?w=tot&q=방탄소년단
02-3	2020-02-08	01:06:24	04	장진영 변호사	https://search.daum.net/search?w=tot&q=장진영 변호사
02-3	2020-02-08	01:06:24	05	강두기	https://search.daum.net/search?w=tot&q=강두기
02-3	2020-02-08	01:06:24	06	하도권	https://search.daum.net/search?w=tot&q=하도권
02-3	2020-02-08	01:06:24	07	사냥의 시간	https://search.daum.net/search?w=tot&q=사냥의 시간
02-3	2020-02-08	01:06:24	08	강인수	https://search.daum.net/search?w=tot&q=강인수
02-3	2020-02-08	01:06:24	09	성훈 양희	https://search.daum.net/search?w=tot&q=성훈 양희
02-3	2020-02-08	01:06:24	10	제이세라	https://search.daum.net/search?w=tot&q=제이세라
02-4	2020-02-08	01:06:24	01	권순우 테니스	https://search.daum.net/search?w=tot&q=권순우 테니스
02-4	2020-02-08	01:06:24	02	4대륙 피겨 선수권대회	https://search.daum.net/search?w=tot&q=4대륙 피겨 선수권대회
02-4	2020-02-08	01:06:24	03	하뉴	https://search.daum.net/search?w=tot&q=하뉴
02-4	2020-02-08	01:06:24	04	린드블럼	https://search.daum.net/search?w=tot&q=린드블럼
02-4	2020-02-08	01:06:24	05	브라이언 오서	https://search.daum.net/search?w=tot&q=브라이언 오서
02-4	2020-02-08	01:06:24	06	타타오픈	https://search.daum.net/search?w=tot&q=타타오픈
02-4	2020-02-08	01:06:24	07	성민규	https://search.daum.net/search?w=tot&q=성민규
02-4	2020-02-08	01:06:24	08	바르셀로나	https://search.daum.net/search?w=tot&q=바르셀로나
02-4	2020-02-08	01:06:24	09	김민아	https://search.daum.net/search?w=tot&q=김민아
02-4	2020-02-08	01:06:24	10	나지완	https://search.daum.net/search?w=tot&q=나지완
01-1	2020-02-08	01:06:24	01	임수향	https://search.naver.com/search.naver?where=nexearch&query=임수향
01-1	2020-02-08	01:06:24	02	괴물	https://search.naver.com/search.naver?where=nexearch&query=괴물
01-1	2020-02-08	01:06:24	03	임수향 나이	https://search.naver.com/search.naver?where=nexearch&query=임수향 나이
01-1	2020-02-08	01:06:24	04	진주	https://search.naver.com/search.naver?where=nexearch&query=진주
01-1	2020-02-08	01:06:24	05	천산갑	https://search.naver.com/search.naver?where=nexearch&query=천산갑
01-1	2020-02-08	01:06:24	06	영화 사바하	https://search.naver.com/search.naver?where=nexearch&query=영화 사바하
01-1	2020-02-08	01:06:24	07	임수향 언니	https://search.naver.com/search.naver?where=nexearch&query=임수향 언니
01-1	2020-02-08	01:06:24	08	암수살인	https://search.naver.com/search.naver?where=nexearch&query=암수살인
01-1	2020-02-08	01:06:24	09	소시오패스 뜻	https://search.naver.com/search.naver?where=nexearch&query=소시오패스 뜻
01-1	2020-02-08	01:06:24	10	제주도 카트	https://search.naver.com/search.naver?where=nexearch&query=제주도 카트
01-1	2020-02-08	01:06:24	11	김다미 나이	https://search.naver.com/search.naver?where=nexearch&query=김다미 나이
01-1	2020-02-08	01:06:24	12	사바하	https://search.naver.com/search.naver?where=nexearch&query=사바하
01-1	2020-02-08	01:06:24	13	아차산 떡볶이	https://search.naver.com/search.naver?where=nexearch&query=아차산 떡볶이
01-1	2020-02-08	01:06:24	14	탑	https://search.naver.com/search.naver?where=nexearch&query=탑
01-1	2020-02-08	01:06:24	15	임형주	https://search.naver.com/search.naver?where=nexearch&query=임형주
01-1	2020-02-08	01:06:24	16	얼라이브	https://search.naver.com/search.naver?where=nexearch&query=얼라이브
01-1	2020-02-08	01:06:24	17	사이코지만 괜찮아	https://search.naver.com/search.naver?where=nexearch&query=사이코지만 괜찮아
01-1	2020-02-08	01:06:24	18	신기생뎐	https://search.naver.com/search.naver?where=nexearch&query=신기생뎐
01-1	2020-02-08	01:06:24	19	하도권	https://search.naver.com/search.naver?where=nexearch&query=하도권
